hours-per-week,capital-loss,capital-gain,sex,race,relationship,occupation,marital-status,education-num,education,fnlwgt,workclass,age,income
45,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,10,Some-college,238959,Private,50,>50K
40,0,0,Male,White,Not-in-family,Prof-specialty,Never-married,14,Masters,172022,State-gov,51,>50K
40,0,0,Female,Black,Unmarried,Adm-clerical,Divorced,10,Some-college,218062,Federal-gov,44,<=50K
13,0,0,Female,White,Own-child,Sales,Never-married,10,Some-college,201799,Private,20,<=50K
40,0,0,Male,White,Not-in-family,Exec-managerial,Never-married,11,Assoc-voc,150717,Private,29,<=50K
50,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,11,Assoc-voc,94391,Private,50,>50K
40,0,5178,Male,White,Husband,Exec-managerial,Married-civ-spouse,9,HS-grad,153064,Local-gov,50,>50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,6,10th,156771,Private,43,<=50K
40,0,0,Female,White,Not-in-family,Tech-support,Never-married,13,Bachelors,216639,Private,23,<=50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,82161,Private,41,<=50K
25,0,0,Male,White,Husband,Farming-fishing,Married-civ-spouse,13,Bachelors,310014,Self-emp-not-inc,58,<=50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,11,Assoc-voc,133014,State-gov,50,<=50K
65,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,13,Bachelors,36214,Self-emp-not-inc,37,>50K
24,0,0,Male,White,Own-child,Farming-fishing,Never-married,9,HS-grad,399022,Private,21,<=50K
20,0,0,Female,White,Wife,Sales,Married-civ-spouse,9,HS-grad,179758,Private,33,<=50K
45,0,0,Female,White,Unmarried,Adm-clerical,Divorced,10,Some-college,48947,Private,52,<=50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,201865,Private,47,<=50K
45,0,14084,Male,White,Not-in-family,Sales,Never-married,13,Bachelors,319122,Self-emp-not-inc,45,>50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,155151,Private,34,>50K
15,0,0,Female,White,Not-in-family,Other-service,Divorced,10,Some-college,257863,Private,31,<=50K
45,0,0,Female,White,Not-in-family,Tech-support,Divorced,10,Some-college,379393,Private,45,<=50K
3,0,0,Male,White,Husband,Protective-serv,Married-civ-spouse,11,Assoc-voc,152752,Self-emp-not-inc,45,<=50K
30,0,4416,Male,White,Not-in-family,Machine-op-inspct,Never-married,9,HS-grad,154874,Private,34,<=50K
40,0,0,Female,White,Unmarried,Sales,Divorced,9,HS-grad,335716,Private,37,<=50K
20,0,0,Female,Black,Own-child,Adm-clerical,Never-married,9,HS-grad,94744,Private,20,<=50K
48,0,13550,Male,White,Not-in-family,Exec-managerial,Never-married,13,Bachelors,133861,Private,32,>50K
40,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,9,HS-grad,80004,Private,39,<=50K
30,0,0,Female,White,Own-child,Sales,Never-married,10,Some-college,109702,Private,18,<=50K
80,0,0,Male,White,Husband,Farming-fishing,Married-civ-spouse,10,Some-college,39610,Self-emp-not-inc,62,<=50K
40,0,0,Female,White,Not-in-family,Exec-managerial,Separated,13,Bachelors,90046,Private,24,<=50K
45,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,193855,Private,37,<=50K
25,0,0,Female,White,Not-in-family,Adm-clerical,Widowed,13,Bachelors,206889,Private,46,<=50K
40,0,0,Male,White,Not-in-family,Craft-repair,Divorced,9,HS-grad,86298,Private,44,<=50K
48,2559,0,Male,White,Not-in-family,Sales,Never-married,9,HS-grad,149650,Private,53,>50K
35,0,0,Male,White,Own-child,Handlers-cleaners,Never-married,13,Bachelors,323139,Private,25,<=50K
50,0,0,Male,White,Not-in-family,Sales,Never-married,13,Bachelors,36058,Private,24,<=50K
20,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,163393,Private,61,<=50K
40,0,0,Female,White,Unmarried,Prof-specialty,Divorced,14,Masters,93535,Local-gov,45,<=50K
48,0,0,Male,White,Own-child,Craft-repair,Never-married,10,Some-college,112952,Self-emp-not-inc,33,<=50K
45,0,15024,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,182541,Private,48,>50K
30,0,0,Male,Amer-Indian-Eskimo,Own-child,Handlers-cleaners,Never-married,9,HS-grad,73392,Local-gov,26,<=50K
40,0,20051,Male,White,Husband,Sales,Married-civ-spouse,13,Bachelors,195868,Private,68,>50K
40,1762,0,Female,White,Own-child,Protective-serv,Divorced,9,HS-grad,276851,Private,24,<=50K
50,0,0,Female,White,Not-in-family,Prof-specialty,Never-married,13,Bachelors,33124,Local-gov,31,<=50K
38,0,0,Female,White,Unmarried,Other-service,Divorced,10,Some-college,419732,Private,55,<=50K
38,0,0,Female,White,Unmarried,Sales,Divorced,12,Assoc-acdm,171095,Private,46,<=50K
38,0,0,Male,White,Not-in-family,Exec-managerial,Divorced,13,Bachelors,199278,Private,58,<=50K
40,0,0,Female,White,Unmarried,Other-service,Widowed,9,HS-grad,235205,Private,56,<=50K
55,0,0,Male,White,Not-in-family,Adm-clerical,Never-married,13,Bachelors,168232,Federal-gov,45,>50K
40,0,0,Male,White,Unmarried,Exec-managerial,Never-married,13,Bachelors,145964,Private,24,>50K
56,0,0,Male,Asian-Pac-Islander,Own-child,Farming-fishing,Divorced,9,HS-grad,72338,Local-gov,35,<=50K
40,0,0,Male,White,Husband,Tech-support,Married-civ-spouse,9,HS-grad,153870,Private,51,>50K
55,0,15024,Male,White,Husband,Prof-specialty,Married-civ-spouse,15,Prof-school,323798,Private,47,>50K
10,0,0,Female,White,Other-relative,Adm-clerical,Never-married,7,11th,198830,Private,17,<=50K
40,0,0,Female,Black,Unmarried,Prof-specialty,Never-married,6,10th,267040,Private,21,<=50K
40,0,0,Female,White,Not-in-family,Prof-specialty,Never-married,13,Bachelors,167187,Private,45,>50K
50,0,5178,Male,White,Husband,Sales,Married-civ-spouse,9,HS-grad,230684,Private,42,>50K
40,0,0,Female,Black,Unmarried,Other-service,Widowed,8,12th,659558,Private,56,<=50K
40,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,9,HS-grad,181661,Private,39,<=50K
40,0,0,Male,White,Not-in-family,Tech-support,Never-married,10,Some-college,178517,Federal-gov,20,<=50K
21,0,1797,Male,White,Husband,Farming-fishing,Married-civ-spouse,3,5th-6th,131417,Self-emp-not-inc,65,<=50K
45,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,10,Some-college,57233,Private,44,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,379798,Private,33,<=50K
45,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,122175,Private,25,>50K
50,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,9,HS-grad,107302,Private,38,<=50K
40,1741,0,Male,White,Other-relative,Transport-moving,Never-married,6,10th,127651,Local-gov,31,<=50K
20,0,0,Male,White,Own-child,Sales,Married-civ-spouse,13,Bachelors,102884,Self-emp-not-inc,33,<=50K
40,0,0,Female,White,Unmarried,Other-service,Divorced,9,HS-grad,241753,Self-emp-not-inc,49,<=50K
40,0,0,Female,White,Own-child,Exec-managerial,Never-married,9,HS-grad,173611,Private,28,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,232666,Private,29,<=50K
20,0,0,Male,White,Own-child,Other-service,Never-married,11,Assoc-voc,352207,Private,23,<=50K
5,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,241998,Self-emp-not-inc,37,>50K
37,0,0,Male,White,Not-in-family,Prof-specialty,Never-married,10,Some-college,279129,Private,52,>50K
40,0,0,Male,White,Not-in-family,Machine-op-inspct,Never-married,9,HS-grad,177057,Private,27,<=50K
55,0,7688,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,155659,Private,47,>50K
40,0,0,Female,White,Not-in-family,Adm-clerical,Never-married,9,HS-grad,251603,Private,21,<=50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,10,Some-college,115023,Private,61,>50K
40,0,0,Male,Asian-Pac-Islander,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,101709,Private,32,>50K
40,0,0,Male,White,Not-in-family,Sales,Never-married,10,Some-college,313702,Private,21,<=50K
40,0,0,Male,White,Husband,Sales,Married-civ-spouse,8,12th,250068,Private,63,>50K
42,0,0,Male,White,Husband,Other-service,Married-civ-spouse,10,Some-college,227359,Private,34,<=50K
10,0,0,Male,White,Own-child,Tech-support,Never-married,12,Assoc-acdm,196827,State-gov,21,<=50K
33,0,0,Female,White,Unmarried,Other-service,Divorced,9,HS-grad,118550,Private,44,<=50K
50,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,14,Masters,280169,Private,36,>50K
40,0,0,Male,White,Husband,Sales,Married-civ-spouse,13,Bachelors,167280,Self-emp-not-inc,44,<=50K
40,0,0,Female,White,Wife,Prof-specialty,Married-civ-spouse,9,HS-grad,334783,Private,42,<=50K
40,0,0,Male,White,Not-in-family,Prof-specialty,Never-married,13,Bachelors,226443,Private,31,<=50K
40,0,0,Male,Black,Unmarried,Craft-repair,Never-married,10,Some-college,366065,Private,30,<=50K
25,0,0,Female,White,Own-child,Prof-specialty,Never-married,10,Some-college,225724,Private,23,<=50K
20,0,0,Female,White,Not-in-family,Other-service,Widowed,2,1st-4th,132204,State-gov,81,<=50K
38,0,0,Female,White,Not-in-family,Exec-managerial,Never-married,10,Some-college,30619,Private,21,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,335015,Local-gov,28,<=50K
40,0,0,Female,White,Not-in-family,Exec-managerial,Never-married,13,Bachelors,61272,Private,34,<=50K
40,0,0,Female,White,Not-in-family,Other-service,Never-married,9,HS-grad,106544,Private,47,<=50K
50,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,144169,Private,36,<=50K
99,0,0,Male,White,Not-in-family,Transport-moving,Never-married,9,HS-grad,40295,Private,27,<=50K
38,0,0,Female,White,Own-child,Adm-clerical,Divorced,10,Some-college,192397,State-gov,42,<=50K
35,0,0,Male,White,Not-in-family,Craft-repair,Divorced,9,HS-grad,114351,Private,43,<=50K
24,0,0,Female,White,Not-in-family,Sales,Divorced,9,HS-grad,128162,Private,58,<=50K
46,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,9,HS-grad,170174,Private,37,>50K
15,0,0,Female,White,Not-in-family,Prof-specialty,Divorced,10,Some-college,203451,Self-emp-not-inc,41,<=50K
40,0,0,Female,White,Not-in-family,Craft-repair,Separated,4,7th-8th,109917,Private,31,<=50K
35,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,114937,Private,31,<=50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,9,HS-grad,231196,Local-gov,53,<=50K
25,0,0,Male,White,Own-child,Sales,Never-married,10,Some-college,238474,Private,19,<=50K
50,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,16,Doctorate,314149,Private,56,>50K
40,0,0,Female,White,Wife,Adm-clerical,Married-civ-spouse,10,Some-college,31728,Federal-gov,55,>50K
40,0,0,Female,White,Other-relative,Craft-repair,Married-civ-spouse,3,5th-6th,360131,Private,51,<=50K
40,0,0,Female,White,Not-in-family,Adm-clerical,Never-married,10,Some-college,141308,Private,62,<=50K
50,0,0,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,83411,Private,43,>50K
45,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,296537,Local-gov,28,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,9,HS-grad,193047,Private,46,>50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,39630,State-gov,62,<=50K
30,0,0,Female,White,Unmarried,Other-service,Widowed,9,HS-grad,213975,Local-gov,57,<=50K
45,0,0,Female,White,Wife,Prof-specialty,Married-civ-spouse,13,Bachelors,259803,Local-gov,60,>50K
40,0,0,Male,White,Not-in-family,Handlers-cleaners,Never-married,10,Some-college,55465,Federal-gov,23,<=50K
60,0,99999,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,181307,Private,47,>50K
8,0,0,Female,White,Own-child,Adm-clerical,Never-married,10,Some-college,211301,Private,21,<=50K
48,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,9,HS-grad,200450,Private,51,<=50K
40,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,9,HS-grad,176731,Local-gov,61,<=50K
30,0,99999,Female,White,Wife,Adm-clerical,Married-civ-spouse,13,Bachelors,140985,Self-emp-not-inc,52,>50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,125784,Private,76,<=50K
39,0,0,Male,White,Not-in-family,Handlers-cleaners,Never-married,10,Some-college,152176,Private,24,<=50K
55,0,0,Male,White,Not-in-family,Craft-repair,Never-married,13,Bachelors,111423,Self-emp-not-inc,31,<=50K
50,0,15024,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,130126,Private,43,>50K
40,0,0,Female,Amer-Indian-Eskimo,Unmarried,Prof-specialty,Widowed,10,Some-college,30111,Federal-gov,58,<=50K
25,0,0,Female,White,Own-child,Adm-clerical,Never-married,8,12th,272800,Private,19,<=50K
45,0,0,Female,White,Other-relative,Exec-managerial,Divorced,10,Some-college,195881,Private,44,<=50K
7,0,0,Male,White,Other-relative,Prof-specialty,Never-married,10,Some-college,170924,Local-gov,41,<=50K
35,0,0,Male,Black,Not-in-family,Handlers-cleaners,Divorced,9,HS-grad,149466,Private,40,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,177989,Private,42,<=50K
40,0,0,Male,White,Not-in-family,Tech-support,Never-married,11,Assoc-voc,186035,Private,35,<=50K
12,0,0,Female,White,Own-child,Sales,Never-married,9,HS-grad,195805,Private,19,<=50K
40,0,0,Female,White,Wife,Other-service,Married-civ-spouse,9,HS-grad,54800,Private,60,<=50K
25,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,12,Assoc-acdm,253190,Private,23,<=50K
40,0,0,Female,White,Own-child,Adm-clerical,Never-married,9,HS-grad,203301,Private,18,<=50K
45,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,10,Some-college,175696,Private,40,>50K
15,0,0,Female,White,Own-child,Other-service,Never-married,10,Some-college,278304,Private,19,<=50K
40,0,0,Female,White,Not-in-family,Prof-specialty,Divorced,9,HS-grad,93193,Private,51,<=50K
50,0,0,Male,White,Husband,Protective-serv,Married-civ-spouse,13,Bachelors,158688,Local-gov,41,<=50K
20,0,0,Female,White,Own-child,Other-service,Never-married,6,10th,327612,Private,18,<=50K
40,0,0,Female,Black,Unmarried,Sales,Married-spouse-absent,10,Some-college,210844,Private,41,<=50K
40,0,0,Female,White,Own-child,Exec-managerial,Never-married,10,Some-college,147340,Private,27,<=50K
28,0,0,Female,White,Not-in-family,Craft-repair,Divorced,2,1st-4th,130436,Self-emp-not-inc,71,<=50K
20,0,0,Female,White,Not-in-family,Other-service,Divorced,9,HS-grad,284680,Private,73,<=50K
40,0,0,Male,White,Husband,Other-service,Married-civ-spouse,10,Some-college,127738,Private,45,<=50K
40,0,0,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,213412,Private,25,>50K
16,0,0,Female,White,Wife,Prof-specialty,Married-civ-spouse,9,HS-grad,287927,Private,50,<=50K
45,0,3103,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,54772,Private,49,>50K
45,0,7688,Male,White,Husband,Exec-managerial,Married-civ-spouse,10,Some-college,56651,Self-emp-inc,44,>50K
40,0,0,Female,White,Not-in-family,Adm-clerical,Divorced,9,HS-grad,178470,Federal-gov,42,<=50K
45,0,0,Female,White,Not-in-family,Priv-house-serv,Never-married,9,HS-grad,62865,Private,20,<=50K
18,0,0,Female,White,Not-in-family,Tech-support,Widowed,9,HS-grad,107196,Private,66,<=50K
15,0,0,Male,White,Own-child,Exec-managerial,Never-married,10,Some-college,86860,Private,19,<=50K
55,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,130684,Private,60,<=50K
40,0,0,Male,White,Not-in-family,Prof-specialty,Separated,11,Assoc-voc,164682,Private,46,<=50K
35,0,0,Male,White,Not-in-family,Craft-repair,Divorced,11,Assoc-voc,198316,Private,42,<=50K
60,0,5178,Male,White,Husband,Exec-managerial,Married-civ-spouse,12,Assoc-acdm,280309,Private,58,>50K
40,0,0,Female,White,Unmarried,Adm-clerical,Divorced,9,HS-grad,97176,Private,47,<=50K
36,0,0,Male,White,Husband,Tech-support,Married-civ-spouse,10,Some-college,95835,Private,58,<=50K
24,0,0,Male,White,Own-child,Farming-fishing,Never-married,7,11th,136306,Private,19,<=50K
70,0,0,Male,White,Husband,Tech-support,Married-civ-spouse,10,Some-college,65171,Private,28,<=50K
40,0,0,Female,Amer-Indian-Eskimo,Unmarried,Prof-specialty,Separated,9,HS-grad,25864,Private,37,<=50K
50,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,149531,Private,30,<=50K
40,0,0,Male,White,Not-in-family,Prof-specialty,Divorced,10,Some-college,33887,Private,36,<=50K
76,2824,0,Male,White,Not-in-family,Transport-moving,Divorced,7,11th,172822,Private,45,>50K
99,0,0,Female,White,Wife,Other-service,Married-civ-spouse,4,7th-8th,106748,Private,59,<=50K
40,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,10,Some-college,131826,Private,45,<=50K
40,0,10520,Female,White,Not-in-family,Prof-specialty,Divorced,16,Doctorate,216691,Local-gov,53,>50K
40,0,0,Female,White,Unmarried,Sales,Divorced,9,HS-grad,133328,Private,37,<=50K
40,0,0,Female,White,Not-in-family,Sales,Never-married,10,Some-college,164737,Private,26,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,5,9th,99064,Local-gov,53,<=50K
15,0,0,Female,White,Wife,Other-service,Married-civ-spouse,9,HS-grad,59460,State-gov,44,<=50K
40,0,0,Male,White,Own-child,Craft-repair,Never-married,13,Bachelors,208725,Private,27,<=50K
40,0,0,Male,White,Own-child,Craft-repair,Never-married,10,Some-college,138513,Private,22,<=50K
40,0,0,Male,White,Not-in-family,Transport-moving,Divorced,9,HS-grad,121055,Private,41,<=50K
40,0,0,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,9,HS-grad,149784,Private,53,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,9,HS-grad,114495,Private,58,<=50K
60,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,212276,Private,32,>50K
40,0,7688,Female,White,Wife,Prof-specialty,Married-civ-spouse,14,Masters,98012,Private,47,>50K
40,0,0,Male,White,Husband,Farming-fishing,Married-civ-spouse,9,HS-grad,145284,Private,27,<=50K
40,0,0,Male,White,Not-in-family,Handlers-cleaners,Never-married,10,Some-college,177147,Private,25,<=50K
40,0,0,Female,Black,Not-in-family,Machine-op-inspct,Divorced,6,10th,141537,Private,40,<=50K
92,0,0,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,48093,Self-emp-not-inc,36,<=50K
40,0,0,Male,White,Own-child,Transport-moving,Never-married,9,HS-grad,314819,Local-gov,23,<=50K
40,0,0,Male,Black,Husband,Machine-op-inspct,Married-civ-spouse,5,9th,123572,Private,44,<=50K
60,0,0,Male,White,Own-child,Craft-repair,Never-married,9,HS-grad,170800,Private,19,<=50K
40,0,0,Male,White,Not-in-family,Sales,Never-married,13,Bachelors,332401,Private,42,<=50K
15,0,0,Male,White,Husband,Farming-fishing,Married-civ-spouse,10,Some-college,193038,Self-emp-not-inc,60,<=50K
45,1848,0,Male,White,Husband,Sales,Married-civ-spouse,9,HS-grad,351161,Private,41,>50K
40,0,0,Female,Asian-Pac-Islander,Unmarried,Transport-moving,Never-married,9,HS-grad,106910,Federal-gov,45,<=50K
40,0,0,Female,Asian-Pac-Islander,Not-in-family,Prof-specialty,Divorced,14,Masters,314627,State-gov,52,<=50K
18,0,0,Male,White,Own-child,Adm-clerical,Never-married,16,Doctorate,115945,Private,28,<=50K
20,0,0,Male,White,Not-in-family,Sales,Divorced,9,HS-grad,272248,Self-emp-inc,83,<=50K
20,0,0,Male,White,Own-child,Other-service,Never-married,7,11th,167878,Private,17,<=50K
40,0,0,Male,White,Not-in-family,Craft-repair,Never-married,11,Assoc-voc,176972,Private,27,<=50K
60,0,0,Male,White,Not-in-family,Farming-fishing,Never-married,11,Assoc-voc,31095,Self-emp-not-inc,35,<=50K
40,0,0,Female,White,Not-in-family,Adm-clerical,Never-married,10,Some-college,130834,Private,40,<=50K
25,0,0,Female,White,Wife,Sales,Married-civ-spouse,12,Assoc-acdm,207415,Private,23,<=50K
40,0,0,Male,Black,Husband,Handlers-cleaners,Married-civ-spouse,7,11th,264457,Local-gov,51,<=50K
45,0,0,Female,White,Not-in-family,Exec-managerial,Never-married,9,HS-grad,107411,Private,28,<=50K
45,0,0,Male,White,Not-in-family,Craft-repair,Never-married,9,HS-grad,247679,Private,19,<=50K
50,0,0,Female,White,Not-in-family,Sales,Married-spouse-absent,13,Bachelors,171598,Private,30,<=50K
15,0,0,Male,White,Husband,Sales,Married-civ-spouse,13,Bachelors,196674,Private,66,>50K
40,0,0,Male,White,Not-in-family,Craft-repair,Never-married,7,11th,182540,Private,27,<=50K
40,0,0,Male,Black,Husband,Machine-op-inspct,Married-civ-spouse,9,HS-grad,172694,Private,35,<=50K
15,0,0,Male,White,Own-child,Handlers-cleaners,Never-married,8,12th,29571,Private,17,<=50K
40,0,0,Male,White,Not-in-family,Machine-op-inspct,Never-married,9,HS-grad,130438,Private,27,<=50K
50,0,0,Male,White,Not-in-family,Prof-specialty,Never-married,15,Prof-school,213421,Private,27,<=50K
40,0,15024,Female,Black,Wife,Protective-serv,Married-civ-spouse,13,Bachelors,189956,Local-gov,44,>50K
16,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,133144,Private,64,<=50K
15,0,0,Female,White,Not-in-family,Sales,Widowed,9,HS-grad,24050,Self-emp-inc,62,<=50K
40,0,0,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,276967,Private,26,<=50K
40,0,0,Male,White,Unmarried,Machine-op-inspct,Separated,9,HS-grad,184857,Private,40,<=50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,16,Doctorate,145160,Private,40,>50K
40,0,0,Female,White,Own-child,Adm-clerical,Divorced,9,HS-grad,192251,Private,35,<=50K
24,0,0,Female,White,Not-in-family,Adm-clerical,Widowed,10,Some-college,255927,Local-gov,52,<=50K
40,0,0,Female,White,Wife,Adm-clerical,Married-civ-spouse,10,Some-college,99086,Private,46,>50K
40,0,0,Male,Amer-Indian-Eskimo,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,216811,Private,30,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,10,Some-college,110563,Private,52,>50K
40,0,0,Male,Other,Not-in-family,Transport-moving,Never-married,9,HS-grad,120471,Private,28,<=50K
25,0,0,Female,White,Own-child,Other-service,Never-married,6,10th,183066,Private,17,<=50K
40,0,0,Female,Black,Own-child,Other-service,Never-married,10,Some-college,298786,State-gov,46,<=50K
40,0,0,Male,White,Not-in-family,Exec-managerial,Divorced,13,Bachelors,297884,Private,45,>50K
32,0,1055,Female,White,Own-child,Prof-specialty,Never-married,10,Some-college,253612,Private,21,<=50K
40,0,0,Female,White,Wife,Other-service,Married-civ-spouse,9,HS-grad,207438,Self-emp-not-inc,18,<=50K
15,1721,0,Male,White,Own-child,Other-service,Never-married,7,11th,148522,Private,17,<=50K
37,0,0,Female,Black,Unmarried,Sales,Divorced,10,Some-college,139660,Private,90,<=50K
40,0,0,Male,White,Not-in-family,Craft-repair,Never-married,10,Some-college,165474,Private,23,<=50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,120277,Private,41,>50K
50,0,0,Male,White,Own-child,Farming-fishing,Never-married,10,Some-college,67929,Self-emp-not-inc,19,<=50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,229418,Private,69,<=50K
32,0,0,Female,White,Unmarried,Exec-managerial,Never-married,12,Assoc-acdm,41356,Federal-gov,23,<=50K
54,0,0,Male,White,Not-in-family,Tech-support,Never-married,10,Some-college,185127,Private,28,<=50K
45,1977,0,Male,White,Husband,Sales,Married-civ-spouse,12,Assoc-acdm,109133,Private,37,>50K
30,0,0,Male,White,Husband,Sales,Married-civ-spouse,9,HS-grad,148315,Private,57,<=50K
40,1974,0,Male,Black,Not-in-family,Protective-serv,Never-married,10,Some-college,145692,Local-gov,30,<=50K
40,0,914,Female,White,Unmarried,Adm-clerical,Separated,9,HS-grad,210424,Private,48,<=50K
32,0,0,Female,White,Other-relative,Other-service,Widowed,9,HS-grad,198526,Private,73,<=50K
40,0,0,Male,White,Not-in-family,Exec-managerial,Never-married,14,Masters,100882,Private,33,>50K
40,0,0,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,9,HS-grad,124818,Private,36,<=50K
40,0,3411,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,190836,Private,28,<=50K
40,0,0,Female,White,Unmarried,Other-service,Divorced,9,HS-grad,71367,Private,57,<=50K
40,0,0,Female,Black,Unmarried,Other-service,Never-married,10,Some-college,303032,Private,31,<=50K
48,0,0,Female,Black,Not-in-family,Other-service,Divorced,9,HS-grad,390781,State-gov,40,<=50K
40,0,0,Female,White,Own-child,Prof-specialty,Never-married,10,Some-college,54782,Private,32,<=50K
40,0,0,Female,White,Own-child,Sales,Separated,10,Some-college,89718,Self-emp-inc,27,<=50K
18,1602,0,Female,White,Own-child,Other-service,Never-married,6,10th,225106,Private,17,<=50K
40,0,0,Female,White,Not-in-family,Craft-repair,Never-married,10,Some-college,253262,Private,29,<=50K
30,0,0,Female,White,Own-child,Other-service,Never-married,7,11th,78181,Private,18,<=50K
30,0,0,Male,White,Not-in-family,Sales,Never-married,10,Some-college,158206,Private,20,<=50K
40,0,0,Female,White,Not-in-family,Other-service,Never-married,10,Some-college,391257,State-gov,18,<=50K
40,0,0,Female,Black,Not-in-family,Other-service,Never-married,9,HS-grad,134756,Private,56,<=50K
8,0,0,Female,White,Unmarried,Other-service,Separated,10,Some-college,183404,Private,40,<=50K
40,0,0,Male,White,Not-in-family,Exec-managerial,Divorced,10,Some-college,192793,Private,46,<=50K
40,0,0,Female,White,Unmarried,Exec-managerial,Widowed,10,Some-college,89400,Private,53,<=50K
50,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,14,Masters,237868,Private,50,>50K
50,0,0,Male,White,Own-child,Handlers-cleaners,Never-married,7,11th,139187,Private,23,<=50K
40,0,0,Male,White,Not-in-family,Exec-managerial,Married-spouse-absent,13,Bachelors,126701,Private,40,>50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,10,Some-college,172175,Self-emp-inc,54,>50K
40,0,0,Female,White,Not-in-family,Exec-managerial,Divorced,10,Some-college,164210,Private,45,<=50K
40,0,0,Male,Black,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,608184,Local-gov,53,>50K
40,0,0,Female,White,Not-in-family,Exec-managerial,Divorced,13,Bachelors,425804,Local-gov,50,>50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,13,Bachelors,92036,Self-emp-inc,40,<=50K
40,0,0,Male,White,Not-in-family,Prof-specialty,Never-married,14,Masters,77146,State-gov,36,<=50K
