elevation,aspect,slope,hori_distance_hyd,vert_distance,hori_distance_road,hillshade_9am,hillshade_noon,hillshade_3pm,hori_distance_fire,wild_area,soil_type,cover_type
2837,39,17,313,165,1215,219,201,112,759,2,12,5
2688,107,32,42,16,1493,254,185,33,1048,2,12,2
2680,261,18,95,24,1689,174,247,210,1253,2,12,2
2817,261,34,331,168,1917,121,235,240,1441,2,12,2
2972,287,39,541,323,2112,89,206,241,1448,2,12,2
3068,249,7,594,-58,2297,206,245,177,1492,2,31,2
3092,247,6,470,-34,2440,207,245,176,1560,2,31,2
3112,286,3,417,-5,2448,210,239,168,1667,2,31,2
3125,164,10,360,7,2248,229,243,146,1782,2,31,2
3098,112,13,218,-20,1939,242,226,111,1994,2,12,2
3083,139,9,90,7,1745,234,238,135,2145,2,22,1
3101,249,8,108,15,1530,203,246,182,2105,2,22,1
3136,294,9,277,38,1348,194,238,184,1999,2,31,2
3168,180,9,330,36,1153,224,246,155,1900,2,31,2
3189,180,7,330,57,997,223,245,156,1834,2,31,2
3216,313,11,404,32,759,191,232,180,1770,2,31,1
3226,108,3,566,42,721,225,236,146,1779,2,30,2
3385,300,10,497,90,1456,192,236,184,932,2,38,7
3436,300,14,624,111,1664,180,234,194,693,2,38,7
3310,47,15,481,145,3486,224,205,111,1917,2,38,7
3276,40,17,242,82,3558,219,199,110,2147,2,30,1
3247,357,16,30,8,3578,194,210,152,2379,2,30,1
3257,0,11,212,52,3598,204,220,153,2584,2,30,1
3265,315,8,451,105,3566,199,234,174,2818,2,31,1
3257,72,14,309,34,3415,235,213,106,2966,2,31,2
3199,86,17,108,16,3251,242,209,91,3122,2,23,2
3163,31,11,60,4,3116,217,217,134,3267,2,23,2
3134,29,10,258,14,2971,217,219,137,3061,2,30,2
3114,9,17,424,17,2856,198,204,140,2851,2,30,2
3064,7,15,573,2,2737,200,208,143,2611,2,23,2
3063,2,22,708,22,2647,183,191,141,2401,2,23,2
3051,13,25,779,182,2561,188,181,122,2161,2,23,2
3027,0,21,750,158,2503,184,196,145,1951,2,23,2
3018,27,22,751,149,2457,205,186,109,1711,2,23,2
2997,9,17,787,128,2435,198,204,140,1501,2,23,2
2985,33,19,854,116,2431,213,196,112,1261,2,23,2
2937,20,15,939,94,2445,208,208,134,1052,2,23,2
2949,350,14,900,183,2483,194,216,159,812,2,10,2
2931,79,11,743,165,2534,234,220,117,603,2,30,1
2895,89,12,604,177,2613,238,220,111,365,2,30,1
2843,46,19,430,45,2697,222,195,101,162,2,9,1
2823,47,17,234,43,2809,224,201,107,108,2,9,2
2765,95,13,85,6,2798,240,220,108,306,2,9,2
2732,346,17,85,16,2790,184,210,163,543,2,32,2
2732,41,10,212,14,2790,221,219,132,752,2,9,2
2678,60,14,42,0,2713,230,209,108,992,2,23,2
2704,320,19,150,57,2638,167,218,190,1201,2,9,2
2717,14,12,361,95,2509,209,216,143,1441,2,31,2
2701,83,4,331,23,2291,225,233,143,1741,2,31,6
2667,69,6,0,0,2006,226,228,136,1782,2,16,6
2669,220,12,67,12,1879,206,251,180,1770,2,3,3
2653,82,12,283,4,1766,237,219,111,1795,2,10,3
2630,199,11,424,10,1639,216,250,167,1851,2,1,3
2610,108,11,339,103,1516,239,227,118,1766,2,1,3
2563,35,19,182,53,1414,215,195,110,1500,2,9,6
2490,281,1,0,0,1256,215,238,161,1150,2,16,6
2483,127,14,42,-2,1101,243,230,113,949,2,3,3
2465,96,14,30,7,876,241,219,105,698,2,3,6
2525,318,22,134,72,721,159,215,194,516,2,9,6
3527,205,18,841,336,2664,206,254,177,1077,0,39,1
3475,73,21,1018,196,2457,239,195,78,1283,0,34,1
3450,84,9,865,171,2219,233,225,125,1519,0,34,7
3412,101,6,741,179,2012,230,232,135,1727,0,34,7
3372,102,18,631,206,1777,247,215,90,1772,0,38,7
3287,95,14,426,121,1543,241,219,104,1533,0,38,7
3198,94,22,256,29,1282,249,200,68,1263,0,29,7
3125,50,21,268,-43,1082,225,191,91,1054,0,28,1
3074,92,17,379,-21,859,244,212,91,815,0,28,1
3003,81,16,319,36,671,240,211,97,607,0,28,1
2934,58,16,210,-32,469,230,203,101,371,0,28,1
2862,85,24,268,72,300,246,190,59,175,0,21,1
2861,47,10,503,189,1033,224,217,127,577,2,31,2
2826,63,20,247,154,1282,233,194,83,825,2,12,5
2685,105,29,30,13,1505,254,191,44,1055,2,12,2
2683,314,14,108,27,1699,183,229,186,1259,2,12,2
2811,250,34,335,162,1926,127,240,236,1411,2,12,2
2979,285,38,543,290,2123,93,210,242,1418,2,12,2
3068,270,8,616,-58,2320,199,243,183,1463,2,22,2
3085,225,7,497,-41,2461,211,247,173,1532,2,31,2
3109,210,7,443,-8,2440,215,246,167,1641,2,12,2
3118,172,12,390,0,2239,228,246,148,1758,2,31,2
3108,113,19,256,-10,1956,249,217,87,1952,2,12,2
3082,139,9,108,14,1761,234,238,135,2103,2,22,1
3094,254,15,95,10,1543,183,249,203,2097,2,22,1
3132,284,10,277,31,1358,191,240,189,1987,2,31,2
3168,119,6,301,36,1158,230,235,138,1883,2,31,2
3185,207,6,300,53,997,216,246,166,1813,2,31,2
3216,293,8,361,32,741,198,239,180,1741,2,31,1
3226,315,1,525,42,693,216,237,159,1746,2,30,2
3378,288,15,503,88,1423,176,237,201,990,2,38,7
3422,295,12,600,108,1600,187,237,190,781,2,38,7
3362,47,15,513,13,3435,224,206,112,1679,2,38,7
3316,48,17,484,151,3515,224,202,106,1908,2,38,7
3276,45,18,218,65,3596,222,199,105,2168,2,30,1
3256,359,15,60,17,3600,197,212,151,2372,2,30,1
3262,0,9,277,68,3598,208,224,154,2636,2,30,1
3270,333,6,457,47,3565,205,232,165,2842,2,31,1
3245,74,15,242,22,3395,237,209,99,3027,2,23,2
3191,77,14,67,8,3254,237,212,103,3164,2,23,2
3158,45,13,124,3,3102,223,210,119,3240,2,23,2
3133,28,13,324,17,2962,215,212,132,3000,2,30,2
3090,58,35,509,0,2835,221,146,0,2760,2,23,2
3072,0,18,636,17,2737,191,204,148,2550,2,23,2
3077,359,26,778,45,2641,170,181,141,2310,2,23,2
3057,21,21,794,188,2572,201,190,119,2100,2,23,2
3043,349,20,780,174,2512,180,204,159,1860,2,23,2
3020,13,20,785,151,2478,197,195,130,1650,2,23,2
3005,1,17,845,136,2461,193,205,148,1410,2,23,2
2979,45,23,902,110,2463,219,183,88,1200,2,23,2
2939,351,16,1008,105,2486,190,212,158,960,2,23,2
2953,33,7,872,187,2525,219,226,143,751,2,10,2
2914,51,9,691,166,2599,225,220,128,481,2,30,1
2879,63,12,524,81,2675,230,215,116,272,2,30,1
2845,32,12,309,47,2778,217,213,129,42,2,9,1
2794,95,18,150,14,2839,245,211,89,182,2,9,2
2742,38,15,0,0,2821,218,205,118,421,2,32,2
2744,4,15,170,35,2820,200,211,147,631,2,9,2
2715,77,17,124,9,2781,239,206,93,871,2,9,2
2680,326,16,30,9,2707,179,221,181,1080,2,19,2
2726,351,12,270,92,2620,198,219,159,1320,2,9,2
2717,23,9,450,105,2462,215,221,142,1530,2,31,6
2698,54,4,277,20,2272,222,230,143,1800,2,31,6
2665,180,1,30,0,1997,219,239,157,1806,2,9,6
2676,243,11,85,20,1878,199,249,187,1802,2,3,3
2653,86,12,258,4,1794,238,219,110,1825,2,10,6
2623,194,12,404,3,1664,218,250,164,1879,2,1,3
2607,122,9,342,62,1543,236,233,128,1761,2,1,3
2578,39,21,218,68,1452,215,188,99,1524,2,3,3
2533,65,15,150,48,1400,233,208,103,1318,2,3,6
2490,0,12,30,6,1194,203,218,152,1055,2,16,6
2488,165,19,60,13,957,233,243,133,797,2,3,3
2492,311,34,85,34,765,112,195,213,577,2,9,6
2557,342,20,297,99,582,175,206,167,361,2,9,6
3478,73,19,1006,301,2461,239,200,84,1289,0,39,1
3453,116,8,870,220,2254,235,232,129,1495,0,34,7
3408,106,7,700,175,1989,232,232,132,1744,0,34,7
3371,92,17,618,205,1783,244,212,91,1774,0,38,7
3273,92,13,361,107,1492,240,219,107,1475,0,28,7
3198,99,21,228,29,1290,249,205,74,1266,0,29,7
3130,52,22,258,-38,1064,225,186,84,1027,0,28,2
3070,96,19,408,-25,872,247,209,82,819,0,28,1
3000,81,13,277,33,659,237,216,107,582,0,28,1
2941,47,18,180,-25,488,223,198,103,379,0,28,1
2850,83,22,228,60,297,244,195,69,170,0,21,1
2868,19,11,495,196,1044,212,216,140,592,2,31,2
2820,88,27,212,148,1320,248,186,50,864,2,12,5
2669,103,11,0,0,1544,238,226,118,1092,2,22,2
2695,276,16,175,39,1766,176,242,205,1324,2,12,2
2852,274,41,400,203,1992,85,213,249,1380,2,12,2
3034,273,20,595,344,2218,162,241,216,1401,2,12,2
3077,252,6,600,-49,2382,207,244,176,1452,2,22,2
3098,162,2,495,-28,2546,220,239,155,1543,2,12,2
3109,193,9,446,-8,2374,220,247,162,1648,2,12,2
3105,197,5,404,-13,2144,219,244,161,1790,2,31,2
3098,121,16,268,45,1945,246,225,103,1931,2,12,2
3073,128,10,67,5,1722,238,234,125,2105,2,22,1
3091,258,12,108,13,1530,191,247,195,2072,2,22,1
3136,288,8,319,35,1317,197,239,182,1947,2,31,2
3165,151,6,272,33,1140,228,240,146,1855,2,31,2
3186,174,5,270,54,955,223,242,155,1776,2,31,2
3216,270,8,339,32,713,200,243,182,1711,2,31,2
3226,96,5,537,42,661,228,233,139,1719,2,30,2
3373,295,12,524,87,1416,185,237,192,1020,2,38,7
3428,287,10,603,89,1641,193,240,187,750,2,38,7
3362,42,16,552,13,3475,220,202,112,1698,2,38,7
3317,37,14,459,152,3552,219,208,122,1929,2,38,7
3282,44,16,228,65,3578,222,202,110,2161,2,30,1
3264,347,13,95,25,3570,194,218,162,2395,2,30,1
3266,6,9,256,55,3572,210,223,151,2601,2,30,1
3274,346,8,446,51,3548,205,228,161,2836,2,31,1
3255,72,15,256,32,3438,236,209,100,3031,2,23,2
3194,67,14,60,11,3277,233,211,107,3187,2,23,2
3168,45,13,108,4,3144,223,211,120,3270,2,23,2
3141,24,11,319,17,3004,214,215,136,3030,2,23,2
3131,3,18,488,31,2892,194,204,145,2820,2,23,2
3081,0,22,638,10,2777,183,194,144,2580,2,23,2
3091,357,24,792,50,2680,175,189,146,2340,2,23,2
3067,24,21,824,198,2601,203,190,116,2100,2,23,2
3051,350,19,810,182,2548,182,205,159,1890,2,23,2
3031,17,20,815,162,2508,199,194,125,1650,2,23,2
3016,3,18,864,147,2492,193,203,145,1440,2,23,2
2988,43,22,930,119,2493,218,185,91,1200,2,23,2
2948,7,16,1020,105,2512,198,206,143,990,2,23,2
2956,48,7,892,190,2554,223,224,136,750,2,10,2
2925,50,11,750,177,2609,225,216,124,540,2,30,1
2887,65,11,541,89,2691,230,218,120,300,2,30,1
2859,1,18,350,61,2777,191,202,146,90,2,9,1
2805,94,21,150,25,2873,248,204,75,150,2,9,2
2759,43,9,0,0,2854,222,221,134,360,2,32,2
2753,4,15,162,37,2850,199,210,147,600,2,9,2
2730,82,9,127,12,2830,233,225,124,810,2,9,2
2684,351,11,30,6,2746,199,221,159,1050,2,19,2
2728,331,13,212,81,2676,189,223,174,1260,2,9,2
2724,25,9,443,102,2505,216,221,141,1500,2,31,6
2701,28,7,313,23,2315,218,225,143,1770,2,31,6
2684,23,5,95,5,2142,217,228,148,1865,2,16,5
2661,70,8,42,2,1991,229,225,129,1832,2,9,6
2670,82,7,182,23,1855,230,228,132,1842,2,3,6
2624,98,14,300,0,1758,242,219,103,1878,2,10,6
2623,141,6,350,78,1611,229,238,143,1846,2,1,3
2607,29,2,300,97,1521,218,233,152,1638,2,1,3
2548,92,12,162,44,1442,239,221,110,1371,2,3,3
2489,57,10,0,0,1292,227,219,125,1165,2,3,6
2475,112,11,0,0,1073,239,228,119,931,2,3,6
2492,316,30,67,34,768,128,200,205,591,2,9,6
2564,339,19,295,107,576,175,209,170,361,2,9,6
3499,126,17,939,322,2525,246,226,102,1237,0,39,1
3454,103,8,872,221,2289,233,230,130,1471,0,34,7
3418,108,10,726,185,2083,238,228,120,1677,0,34,7
3388,94,12,607,155,1848,239,221,110,1790,0,34,7
3309,105,22,470,143,1645,251,207,72,1627,0,38,7
3242,124,20,277,73,1414,249,221,92,1388,0,29,7
3170,50,15,182,1,1187,226,207,111,1150,0,28,2
3096,135,17,324,-72,966,244,230,109,912,0,28,2
3029,105,19,362,62,778,249,213,85,706,0,28,1
2968,59,16,175,1,576,230,204,101,474,0,28,1
2909,75,25,175,-57,408,241,186,61,283,0,21,1
2813,101,14,127,23,201,243,220,103,150,0,21,1
2830,92,23,228,158,1304,248,198,65,847,2,12,5
2675,107,19,0,0,1528,249,213,85,1072,2,12,2
2700,328,14,150,44,1722,186,224,177,1273,2,12,2
2811,295,39,351,162,1945,89,198,235,1351,2,12,2
2986,270,35,509,296,2144,111,227,243,1358,2,12,2
3067,243,9,661,-59,2366,203,247,182,1405,2,22,2
3089,235,8,552,-37,2505,207,247,178,1477,2,12,2
3099,207,14,497,-18,2423,211,252,174,1590,2,12,2
3105,179,10,450,-12,2221,225,246,154,1710,2,31,2
3111,136,13,309,56,1992,240,235,122,1867,2,12,2
3078,169,7,108,14,1766,226,243,151,2040,2,22,1
3088,266,10,120,10,1517,195,245,188,2047,2,22,1
3135,270,10,309,35,1329,194,244,189,1935,2,31,2
3162,187,4,242,30,1123,220,242,158,1828,2,31,2
3178,223,9,240,46,957,209,249,176,1756,2,31,2
3212,263,6,297,28,698,205,243,176,1682,2,31,2
3223,201,3,470,39,636,218,242,161,1684,2,31,2
3366,308,10,532,95,1387,191,234,182,1080,2,38,7
3418,288,12,570,79,1606,186,239,192,811,2,38,7
3379,46,18,560,30,3475,223,197,103,1632,2,38,7
3342,40,15,553,177,3558,220,206,117,1834,2,38,7
3303,44,15,323,98,3555,222,206,115,2067,2,30,7
3276,21,15,150,37,3542,209,207,132,2271,2,30,1
3274,11,9,192,42,3541,211,222,148,2506,2,30,1
3272,346,9,379,88,3528,203,227,162,2713,2,30,1
3275,30,8,323,52,3512,218,223,140,2949,2,31,2
3231,73,13,134,23,3378,235,214,108,3131,2,23,2
3181,22,11,42,2,3223,213,217,139,3290,2,23,2
3159,28,14,228,9,3097,214,210,129,3150,2,23,2
3142,3,16,433,28,2964,197,208,146,2910,2,23,2
3100,20,22,592,9,2859,199,188,118,2700,2,23,2
3098,351,27,743,45,2754,163,184,152,2460,2,23,2
3100,9,21,859,68,2676,192,193,133,2250,2,23,2
3065,22,22,842,196,2605,200,187,116,2010,2,23,2
3058,25,16,840,189,2560,211,204,126,1800,2,23,2
3032,17,19,859,163,2529,200,196,128,1560,2,23,2
3024,9,18,918,155,2520,197,202,138,1350,2,23,2
2973,38,22,993,104,2529,214,186,97,1110,2,23,2
2962,337,15,1026,196,2555,186,218,171,900,2,23,2
2946,73,8,850,180,2605,230,225,128,661,2,30,1
2914,70,12,677,116,2666,233,217,114,451,2,30,1
2875,38,11,446,77,2754,220,216,130,212,2,9,1
2846,80,15,256,48,2845,239,212,100,30,2,9,2
2777,97,8,67,-2,2893,233,229,129,242,2,9,2
2758,351,19,67,16,2880,184,205,157,481,2,9,2
2749,55,15,170,17,2880,228,207,108,721,2,9,2
2705,50,14,42,0,2818,226,208,113,930,2,23,2
2716,304,18,134,52,2732,169,228,199,1170,2,9,2
2735,24,6,335,101,2613,217,226,146,1380,2,31,2
2718,18,10,466,40,2440,212,219,143,1620,2,31,6
2696,27,11,192,18,2240,215,217,137,1920,2,31,6
2675,40,13,90,4,2080,221,212,124,1872,2,9,5
2656,234,8,0,0,1959,206,248,178,1860,2,16,3
2659,54,15,212,20,1851,228,207,109,1884,2,3,6
2610,180,11,361,-11,1714,224,247,154,1937,2,1,3
2599,166,8,277,54,1584,227,243,149,1723,2,1,3
2588,91,13,216,64,1509,240,218,106,1515,2,3,3
2527,109,13,95,23,1395,242,225,110,1277,2,3,3
2507,351,14,67,17,1198,195,215,158,1071,2,16,3
2475,178,7,0,0,953,224,245,155,808,2,3,3
2504,313,31,85,40,750,125,201,209,579,2,9,6
2569,340,18,283,114,573,178,210,169,366,2,9,6
3477,100,4,973,244,2442,227,234,142,1332,0,39,1
3431,110,12,764,198,2177,240,227,115,1595,0,34,7
3396,108,8,604,163,1914,235,231,128,1734,0,34,7
3306,105,21,457,140,1652,250,209,78,1630,0,38,2
3247,105,21,277,81,1452,250,210,79,1421,0,29,7
3176,44,13,153,7,1198,222,210,120,1154,0,28,2
3096,102,23,283,-72,1006,251,202,65,947,0,28,2
3029,64,23,351,62,793,234,188,74,713,0,28,1
2973,53,16,150,6,595,227,205,107,485,0,28,1
2898,77,27,170,-60,404,242,179,49,277,0,21,1
2874,270,6,484,202,1064,205,242,176,624,2,31,2
2772,98,38,134,100,1398,250,160,3,942,2,12,5
2674,289,12,30,5,1594,186,238,193,1138,2,12,2
2719,309,35,234,63,1816,105,193,216,1337,2,12,2
2865,283,37,382,180,2012,95,212,242,1320,2,12,2
3029,244,22,553,343,2239,169,251,214,1342,2,12,2
3070,212,9,649,-56,2428,213,249,172,1395,2,12,2
3085,185,15,553,-41,2561,221,249,157,1489,2,12,2
3099,216,6,503,-18,2358,214,246,169,1598,2,12,2
3099,177,8,430,61,2126,224,245,154,1744,2,31,2
3098,122,9,242,43,1926,235,233,129,1888,2,12,2
3066,141,10,42,2,1699,235,237,132,2067,2,22,1
3088,282,10,124,12,1505,193,241,188,2023,2,22,1
3136,243,9,283,3,1288,203,247,182,1894,2,31,2
3162,185,6,212,30,1107,221,244,158,1800,2,31,1
3176,180,10,210,44,914,224,246,155,1718,2,22,2
3212,245,4,277,28,671,212,243,169,1652,2,31,2
3223,135,3,485,39,603,224,238,149,1657,2,31,2
3366,318,11,553,95,1383,190,230,179,1112,2,37,7
3415,295,12,540,76,1598,185,237,192,842,2,37,7
3400,22,18,577,51,3476,206,199,125,1566,2,38,7
3342,49,17,532,177,3551,225,202,105,1855,2,38,7
3303,38,13,309,86,3523,219,212,125,2089,2,30,7
3278,15,13,153,39,3511,208,212,139,2324,2,30,1
3277,20,8,234,45,3512,215,224,145,2530,2,30,1
3278,333,10,446,104,3493,197,228,169,2767,2,31,1
3276,53,12,285,53,3481,227,215,120,2974,2,23,2
3216,75,16,67,8,3361,238,209,98,3192,2,23,2
3185,21,11,85,6,3228,212,216,139,3331,2,23,2
3158,24,14,295,14,3087,212,209,132,3091,2,23,2
3150,359,16,474,36,2974,193,208,150,2881,2,23,2
3110,358,26,649,26,2858,169,182,142,2641,2,23,2
3115,357,25,785,62,2769,171,185,144,2431,2,23,2
3108,24,20,902,239,2685,205,193,119,2191,2,23,2
3072,13,20,871,203,2627,196,194,130,1981,2,23,2
3061,10,16,870,192,2580,200,205,139,1741,2,23,2
3039,16,20,895,170,2556,199,194,127,1531,2,23,2
3025,38,20,960,156,2550,215,192,104,1291,2,23,2
2975,35,22,1033,106,2561,212,187,102,1082,2,23,2
2969,16,8,999,203,2595,213,223,146,842,2,30,2
2943,43,10,849,195,2642,222,218,130,633,2,30,1
2904,52,11,612,106,2714,226,217,124,395,2,30,1
2878,20,13,408,80,2793,210,211,136,190,2,9,1
2831,103,13,190,33,2899,241,223,109,85,2,9,2
2775,40,8,30,-4,2920,221,222,136,277,2,32,2
2771,353,21,108,29,2910,179,198,153,514,2,9,2
2745,74,17,127,13,2908,238,205,92,752,2,9,2
2702,27,15,0,0,2825,212,206,126,992,2,23,2
2730,306,16,175,66,2751,173,229,195,1201,2,9,2
2736,21,7,400,105,2589,215,224,146,1441,2,31,5
2717,23,12,390,39,2399,212,214,136,1711,2,31,6
2699,22,10,192,20,2244,214,218,140,1943,2,31,6
2677,14,12,120,18,2073,209,216,143,1896,2,9,6
2669,195,7,108,22,1934,219,246,162,1896,2,3,3
2648,63,19,216,24,1842,233,198,90,1924,2,10,6
2618,198,5,319,73,1678,218,244,161,1869,2,1,3
2600,129,10,228,76,1556,237,234,127,1570,2,3,3
2535,131,14,95,21,1442,242,231,115,1332,2,3,3
2498,311,17,30,6,1243,172,226,193,1124,2,16,6
2471,0,0,0,0,939,218,238,156,800,2,16,6
2517,309,29,108,51,732,128,206,212,569,2,9,6
2582,337,13,324,127,531,192,222,169,324,2,9,6
3462,82,12,858,229,2330,236,219,113,1455,0,34,7
3415,114,10,680,182,2096,238,230,122,1624,0,34,7
3384,116,13,552,151,1863,242,227,112,1739,0,34,7
3282,113,13,362,116,1575,242,226,110,1544,0,28,2
3211,101,23,192,42,1376,251,203,68,1337,0,29,7
3166,88,18,150,-2,1155,244,207,86,1100,0,28,2
3076,86,9,323,-92,966,234,225,122,895,0,28,1
3018,41,17,285,51,757,219,199,109,664,0,28,1
2972,56,14,108,5,592,228,210,112,470,0,28,1
2886,77,28,170,-65,390,242,177,46,277,0,21,1
2878,305,11,451,206,1103,188,234,186,666,2,31,2
2794,95,35,153,122,1383,250,166,14,926,2,12,5
2669,300,8,30,-2,1577,198,237,179,1120,2,22,2
2721,322,33,228,65,1800,120,188,197,1312,2,12,2
2848,278,29,339,163,1994,130,230,233,1290,2,12,2
3009,235,29,511,323,2220,157,250,218,1307,2,12,2
3063,216,11,661,354,2419,209,251,177,1357,2,12,2
3078,191,10,589,-48,2584,220,248,161,1449,2,12,2
3093,242,11,541,-24,2379,198,249,189,1556,2,31,2
3095,178,8,418,57,2118,224,245,155,1722,2,31,2
3095,132,11,228,40,1917,238,234,125,1867,2,12,2
3063,156,6,30,0,1689,227,241,148,2047,2,22,1
3091,288,14,134,15,1493,181,238,197,1998,2,22,1
3133,251,9,256,0,1275,200,247,185,1868,2,31,2
3158,172,10,182,26,1091,227,245,150,1773,2,22,1
3181,5,6,153,-2,785,213,229,154,1653,2,22,1
3209,252,7,234,25,659,205,245,178,1624,2,30,1
3223,201,3,446,39,577,218,242,161,1624,2,31,2
3221,72,2,466,30,570,222,234,149,1653,2,31,2
3394,315,11,524,55,1518,191,231,180,964,2,37,7
3424,45,17,600,75,3467,222,201,107,1471,2,38,7
3376,54,20,646,27,3548,227,192,89,1703,2,38,7
3328,26,15,430,134,3505,212,205,127,1965,2,38,7
3296,21,15,234,57,3485,209,207,132,2200,2,30,1
3283,0,11,190,44,3480,204,220,153,2407,2,30,1
3280,359,11,350,63,3475,203,220,154,2644,2,30,1
3289,5,11,395,66,3456,206,219,150,2851,2,31,1
3248,67,14,162,25,3450,233,211,107,3089,2,23,2
3204,34,14,0,0,3327,217,210,125,3274,2,23,2
3179,21,14,201,12,3181,210,210,134,3211,2,23,2
3159,8,14,390,26,3062,202,211,144,3001,2,23,2
3128,63,34,592,24,2940,227,150,0,2761,2,23,2
3129,359,30,726,53,2845,162,171,136,2552,2,23,2
3123,8,18,882,79,2753,197,203,139,2312,2,23,2
3098,23,21,912,229,2687,203,191,118,2102,2,23,2
3075,11,11,900,206,2630,208,217,145,1862,2,23,2
3059,16,20,908,190,2594,198,193,127,1622,2,23,2
3048,5,22,968,179,2580,185,191,137,1383,2,23,2
3006,39,20,1025,137,2584,216,191,103,1173,2,23,2
2972,354,12,1087,206,2609,200,219,157,934,2,23,2
2960,48,11,934,194,2649,224,215,123,726,2,30,2
2928,51,15,696,130,2713,226,206,109,488,2,30,1
2894,28,16,488,96,2785,212,204,124,285,2,9,1
2856,97,23,256,58,2885,250,200,66,95,2,9,2
2792,76,19,67,7,2958,240,202,85,201,2,32,2
2778,358,23,85,16,2941,178,191,146,430,2,9,2
2775,27,16,216,28,2940,211,203,124,636,2,9,2
2720,45,8,30,2,2894,223,222,134,875,2,23,2
2704,333,16,85,13,2820,181,217,175,1084,2,23,2
2742,357,4,295,91,2698,213,232,157,1323,2,31,2
2732,30,9,495,109,2546,218,220,138,1533,2,31,5
2714,20,11,300,36,2343,212,217,140,1832,2,31,6
2696,30,9,182,25,2215,218,220,137,1953,2,31,6
2676,48,14,108,23,2069,224,208,115,1922,2,9,6
2663,218,12,67,16,1974,207,251,179,1924,2,16,3
2624,87,25,234,4,1831,247,190,56,1965,2,10,6
2614,242,9,319,69,1719,202,248,184,1896,2,1,3
2596,175,11,210,59,1594,226,246,151,1597,2,3,3
2536,124,20,85,22,1463,249,221,91,1358,2,3,3
2517,313,22,60,25,1205,154,216,199,1090,2,9,6
2472,0,5,30,2,981,213,231,156,853,2,16,6
2513,309,29,108,47,741,128,206,212,589,2,9,6
2577,323,17,268,122,573,174,220,185,390,2,9,2
3470,162,10,890,237,2395,231,243,143,1405,0,34,7
3429,84,12,722,196,2190,237,220,113,1560,0,38,7
3392,120,11,551,159,1929,240,230,119,1682,0,34,7
3324,114,27,484,91,1727,254,201,56,1697,0,38,2
3258,88,19,268,92,1499,244,206,84,1460,0,29,2
3182,145,8,90,13,1249,231,239,141,1194,0,28,2
3099,63,25,256,-69,1033,232,180,65,960,0,28,2
3051,87,17,365,84,849,243,209,90,759,0,28,1
2989,59,19,134,22,658,231,197,92,537,0,28,1
2934,74,23,85,-24,485,240,191,69,361,0,21,1
2878,300,16,480,206,1087,175,232,197,661,2,31,2
2820,102,27,210,148,1338,253,193,49,886,2,12,5
2676,276,11,30,7,1588,191,242,191,1131,2,22,2
2724,321,27,210,64,1784,141,202,196,1289,2,12,2
2848,271,26,319,163,2006,141,237,229,1260,2,12,2
2983,232,33,469,297,2202,150,248,218,1273,2,12,2
3058,217,16,642,349,2429,202,254,184,1328,2,12,2
3073,203,7,626,-53,2591,217,247,166,1409,2,31,2
3089,237,12,551,75,2372,199,250,187,1531,2,31,2
3093,163,12,433,70,2168,231,243,141,1660,2,31,2
3094,148,12,242,39,1937,236,239,132,1825,2,12,2
3062,141,12,60,0,1736,238,237,127,1982,2,22,1
3084,280,16,124,15,1510,176,240,204,1992,2,22,1
3126,233,9,258,-2,1316,205,249,180,1873,2,31,2
3152,148,6,153,20,1075,228,240,145,1745,2,22,1
3165,200,6,150,30,900,218,246,163,1670,2,22,1
3200,270,6,150,16,684,205,242,176,1604,2,30,1
3215,257,3,323,31,579,212,241,167,1590,2,31,2
3221,180,1,499,19,540,219,239,157,1608,2,31,2
3372,318,14,566,33,1401,184,227,183,1146,2,37,7
3416,307,14,481,77,1608,180,231,190,878,2,37,7
3436,54,15,630,87,3482,228,207,110,1434,2,38,7
3390,40,16,664,41,3524,220,204,114,1666,2,38,7
3343,28,16,497,159,3483,212,203,123,1900,2,38,7
3303,22,14,258,64,3455,210,208,132,2195,2,30,1
3289,3,12,218,50,3450,203,216,150,2402,2,30,1
3287,356,13,366,66,3446,198,216,155,2639,2,30,1
3293,19,11,361,70,3425,212,217,141,2877,2,31,1
3244,69,15,124,21,3420,234,210,103,3115,2,23,2
3206,28,14,42,2,3331,214,210,129,3316,2,23,2
3183,21,15,242,16,3188,209,207,132,3182,2,23,2
3167,3,15,430,34,3072,198,210,148,2972,2,23,2
3135,1,22,633,31,2952,184,194,143,2733,2,23,2
3146,0,26,768,70,2860,173,183,139,2523,2,23,2
3131,9,18,924,87,2771,197,202,138,2283,2,23,2
3106,21,20,938,237,2707,203,194,122,2073,2,23,2
3079,17,13,930,210,2654,209,213,139,1834,2,23,2
3070,14,20,938,201,2624,197,195,129,1624,2,23,2
3061,8,20,997,192,2610,193,196,137,1385,2,23,2
3015,36,19,1053,146,2614,215,194,107,1176,2,23,2
2979,5,12,1106,213,2639,205,217,149,938,2,30,2
2964,43,11,932,166,2678,222,217,128,730,2,30,2
2933,50,15,693,135,2742,226,207,111,495,2,30,1
2902,22,15,484,104,2813,209,206,130,295,2,31,1
2855,99,23,247,57,2911,250,201,65,124,2,9,2
2795,71,16,60,10,2988,236,206,96,216,2,32,2
2792,353,25,124,30,2971,168,187,151,466,2,9,2
2775,66,18,175,28,2970,235,201,92,671,2,9,2
2722,17,9,0,0,2912,213,221,145,908,2,23,2
