education,sex,hours-per-week,race,age,occupation,marital-status,education-num,fnlwgt,capital-loss,relationship,workclass,capital-gain,income
10th,Female,40,Black,35,Other-service,Widowed,6,54595,1980,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,27,Craft-repair,Married-civ-spouse,9,152951,0,Husband,Private,0,<=50K
Some-college,Male,50,White,35,Prof-specialty,Married-civ-spouse,10,257042,0,Husband,Private,0,<=50K
Assoc-voc,Female,30,White,60,Craft-repair,Widowed,11,74243,0,Not-in-family,Private,0,<=50K
Some-college,Male,45,White,49,Exec-managerial,Divorced,10,149049,0,Not-in-family,Private,14344,>50K
Bachelors,Male,45,White,33,Exec-managerial,Married-civ-spouse,13,117186,0,Husband,Private,0,<=50K
Bachelors,Male,40,White,35,Sales,Married-civ-spouse,13,178322,0,Husband,Private,0,>50K
Some-college,Male,38,White,31,Adm-clerical,Married-civ-spouse,10,286911,0,Husband,State-gov,0,<=50K
HS-grad,Male,60,White,54,Adm-clerical,Married-civ-spouse,9,203635,0,Husband,Private,7298,>50K
Doctorate,Male,35,White,57,Prof-specialty,Married-civ-spouse,16,177271,0,Husband,Self-emp-not-inc,0,<=50K
9th,Male,45,White,30,Craft-repair,Never-married,5,149427,0,Own-child,Private,0,<=50K
Some-college,Male,42,White,41,Machine-op-inspct,Married-civ-spouse,10,274363,0,Husband,Private,7298,>50K
Bachelors,Male,18,White,25,Other-service,Never-married,13,241025,0,Own-child,Private,0,<=50K
Some-college,Male,40,White,51,Exec-managerial,Married-civ-spouse,10,338836,0,Husband,Self-emp-inc,0,>50K
Assoc-voc,Male,45,White,28,Handlers-cleaners,Never-married,11,95725,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,Amer-Indian-Eskimo,53,Tech-support,Divorced,13,167410,0,Not-in-family,Federal-gov,0,<=50K
Bachelors,Female,50,White,31,Exec-managerial,Never-married,13,158162,0,Not-in-family,Private,13550,>50K
11th,Male,40,Black,46,Other-service,Married-civ-spouse,7,241935,0,Husband,Private,7688,>50K
HS-grad,Female,40,White,25,Adm-clerical,Never-married,9,406955,0,Other-relative,Federal-gov,0,<=50K
HS-grad,Male,40,White,47,Machine-op-inspct,Married-civ-spouse,9,341762,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,30,Transport-moving,Married-civ-spouse,9,38848,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,48,Craft-repair,Married-civ-spouse,9,54744,0,Husband,Private,0,<=50K
Some-college,Male,40,Black,22,Other-service,Never-married,10,332194,0,Own-child,Private,0,<=50K
Some-college,Male,30,White,32,Craft-repair,Married-civ-spouse,10,154950,0,Husband,Self-emp-not-inc,0,<=50K
Doctorate,Male,45,White,33,Prof-specialty,Never-married,16,196342,0,Not-in-family,Self-emp-not-inc,0,>50K
HS-grad,Male,40,White,31,Other-service,Married-civ-spouse,9,201292,0,Husband,Private,0,<=50K
Assoc-voc,Female,40,White,26,Other-service,Never-married,11,250066,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,Black,34,Farming-fishing,Married-civ-spouse,9,318886,0,Husband,Private,0,<=50K
Bachelors,Female,40,White,50,Prof-specialty,Married-civ-spouse,13,124076,0,Wife,Local-gov,0,>50K
HS-grad,Female,40,Black,30,Adm-clerical,Separated,9,242122,0,Unmarried,State-gov,0,<=50K
11th,Male,20,White,17,Other-service,Never-married,7,34019,0,Own-child,Private,0,<=50K
Masters,Female,40,Black,35,Prof-specialty,Never-married,14,230754,0,Own-child,Local-gov,0,<=50K
Some-college,Male,40,White,29,Craft-repair,Married-civ-spouse,10,213842,0,Husband,Private,0,<=50K
Bachelors,Male,40,White,34,Sales,Never-married,13,134737,0,Own-child,Private,0,>50K
HS-grad,Female,40,White,32,Handlers-cleaners,Separated,9,515629,0,Not-in-family,Private,0,<=50K
Some-college,Female,40,White,47,Adm-clerical,Divorced,10,119199,0,Unmarried,Federal-gov,0,<=50K
Some-college,Female,40,White,40,Sales,Never-married,10,90222,0,Not-in-family,Private,0,<=50K
Assoc-voc,Female,40,White,26,Other-service,Never-married,11,28443,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,54,Craft-repair,Divorced,9,315804,0,Not-in-family,Private,0,<=50K
Bachelors,Male,55,White,53,Prof-specialty,Married-civ-spouse,13,135840,0,Husband,Private,0,>50K
7th-8th,Male,40,Black,43,Farming-fishing,Separated,4,118001,0,Not-in-family,Private,0,<=50K
Some-college,Male,20,White,25,Farming-fishing,Never-married,10,207875,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,39,Craft-repair,Married-civ-spouse,9,164898,0,Husband,Private,0,<=50K
HS-grad,Male,25,White,57,Transport-moving,Married-civ-spouse,9,170066,0,Husband,Local-gov,0,>50K
HS-grad,Male,34,White,47,Other-service,Married-civ-spouse,9,111994,0,Husband,Private,0,<=50K
HS-grad,Female,35,Black,45,Other-service,Divorced,9,166636,0,Other-relative,Private,0,<=50K
Bachelors,Male,40,White,24,Prof-specialty,Never-married,13,61737,0,Not-in-family,State-gov,0,<=50K
10th,Male,40,White,32,Craft-repair,Divorced,6,241885,0,Not-in-family,Self-emp-not-inc,0,<=50K
Some-college,Male,35,White,25,Sales,Never-married,10,234190,0,Not-in-family,Private,0,<=50K
5th-6th,Female,40,White,57,Machine-op-inspct,Separated,3,230899,0,Not-in-family,Private,0,<=50K
Bachelors,Female,24,White,28,Prof-specialty,Married-civ-spouse,13,114158,1977,Wife,Private,0,>50K
Bachelors,Female,55,White,27,Prof-specialty,Never-married,13,157612,0,Not-in-family,Private,0,<=50K
Bachelors,Female,20,White,28,Adm-clerical,Never-married,13,199903,0,Not-in-family,Private,0,<=50K
HS-grad,Male,45,White,27,Machine-op-inspct,Never-married,9,369522,0,Own-child,Private,0,<=50K
Bachelors,Male,40,White,61,Exec-managerial,Married-civ-spouse,13,226297,0,Husband,Private,0,<=50K
11th,Male,99,White,25,Other-service,Never-married,7,356017,0,Not-in-family,Private,0,<=50K
9th,Female,24,Black,28,Handlers-cleaners,Never-married,5,189257,0,Own-child,Private,0,<=50K
Some-college,Male,40,White,20,Craft-repair,Never-married,10,157541,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,38,Other-service,Divorced,9,272944,0,Not-in-family,State-gov,0,<=50K
HS-grad,Female,25,Black,31,Sales,Never-married,9,113667,0,Unmarried,Private,0,<=50K
Masters,Female,45,White,40,Prof-specialty,Never-married,14,222011,0,Not-in-family,Private,0,>50K
Some-college,Male,55,White,43,Exec-managerial,Married-civ-spouse,10,191196,0,Husband,Private,0,>50K
Masters,Male,60,White,38,Exec-managerial,Married-civ-spouse,14,169104,0,Husband,Private,0,>50K
Some-college,Male,30,Black,19,Exec-managerial,Never-married,10,146679,0,Own-child,Private,0,<=50K
Assoc-acdm,Male,50,White,56,Other-service,Married-civ-spouse,12,226985,0,Husband,Private,0,<=50K
Masters,Male,45,White,38,Exec-managerial,Divorced,14,153066,0,Not-in-family,Private,0,>50K
HS-grad,Female,40,White,22,Priv-house-serv,Married-civ-spouse,9,200109,0,Wife,Private,4508,<=50K
HS-grad,Male,25,White,18,Other-service,Never-married,9,109445,0,Own-child,State-gov,0,<=50K
Some-college,Female,20,White,68,Other-service,Widowed,10,99491,0,Not-in-family,Private,0,<=50K
Assoc-voc,Male,50,White,35,Transport-moving,Divorced,11,172571,0,Not-in-family,Private,0,<=50K
10th,Male,40,White,32,Craft-repair,Divorced,6,207113,0,Unmarried,Private,0,<=50K
Some-college,Female,40,White,43,Prof-specialty,Married-civ-spouse,10,192712,0,Wife,Federal-gov,0,>50K
10th,Female,40,Black,30,Machine-op-inspct,Never-married,6,154297,0,Unmarried,Private,0,<=50K
Some-college,Male,24,White,62,Tech-support,Married-civ-spouse,10,238913,0,Husband,Private,2829,<=50K
Assoc-voc,Male,40,White,38,Machine-op-inspct,Married-civ-spouse,11,110402,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,27,Handlers-cleaners,Never-married,9,207213,0,Own-child,Private,0,<=50K
Assoc-voc,Male,40,White,26,Other-service,Never-married,11,34112,0,Not-in-family,Private,0,<=50K
Some-college,Male,20,White,21,Machine-op-inspct,Never-married,10,119156,0,Own-child,Private,0,<=50K
HS-grad,Male,40,Black,19,Other-service,Never-married,9,249787,0,Other-relative,Private,0,<=50K
Some-college,Male,30,White,20,Adm-clerical,Never-married,10,153516,0,Own-child,Private,0,<=50K
Bachelors,Male,40,Black,25,Protective-serv,Never-married,13,260754,0,Not-in-family,State-gov,0,<=50K
Assoc-voc,Male,42,White,36,Adm-clerical,Never-married,11,33983,0,Not-in-family,Private,0,>50K
Bachelors,Female,50,White,24,Adm-clerical,Married-civ-spouse,13,270075,0,Wife,Private,0,<=50K
HS-grad,Female,40,White,23,Other-service,Never-married,9,109430,0,Not-in-family,Private,0,<=50K
Bachelors,Female,20,White,24,Prof-specialty,Never-married,13,187115,0,Own-child,Private,0,<=50K
HS-grad,Male,8,White,25,Other-service,Never-married,9,463667,0,Not-in-family,Self-emp-not-inc,0,<=50K
HS-grad,Male,40,White,24,Machine-op-inspct,Never-married,9,52262,0,Not-in-family,Private,0,<=50K
HS-grad,Male,62,White,30,Exec-managerial,Married-civ-spouse,9,144064,0,Husband,Private,0,<=50K
Some-college,Female,33,White,36,Exec-managerial,Married-civ-spouse,10,268620,0,Wife,Private,0,<=50K
Assoc-acdm,Female,45,White,31,Sales,Divorced,12,323069,880,Unmarried,Private,0,<=50K
HS-grad,Male,48,White,34,Adm-clerical,Never-married,9,242984,0,Not-in-family,Private,0,<=50K
Assoc-voc,Female,40,White,42,Prof-specialty,Divorced,11,103932,0,Unmarried,Private,0,<=50K
Prof-school,Male,70,White,27,Prof-specialty,Never-married,15,431637,0,Not-in-family,State-gov,0,<=50K
Some-college,Male,40,White,53,Adm-clerical,Married-civ-spouse,10,170354,0,Husband,Federal-gov,0,>50K
HS-grad,Male,50,White,54,Sales,Married-civ-spouse,9,28518,0,Husband,Private,0,>50K
Bachelors,Male,35,White,30,Prof-specialty,Never-married,13,193380,0,Other-relative,State-gov,0,<=50K
HS-grad,Male,45,White,59,Transport-moving,Married-civ-spouse,9,175942,0,Husband,Private,0,>50K
HS-grad,Male,55,White,42,Exec-managerial,Divorced,9,53956,0,Unmarried,Self-emp-not-inc,0,<=50K
HS-grad,Female,40,White,23,Adm-clerical,Never-married,9,120773,0,Not-in-family,Private,0,<=50K
Bachelors,Female,15,White,28,Other-service,Married-civ-spouse,13,96219,0,Wife,Private,0,<=50K
HS-grad,Male,40,White,20,Handlers-cleaners,Never-married,9,104164,0,Own-child,Private,0,<=50K
Some-college,Female,20,White,22,Sales,Never-married,10,190429,0,Not-in-family,Private,0,<=50K
Some-college,Male,40,White,47,Craft-repair,Married-civ-spouse,10,228660,1977,Husband,Self-emp-not-inc,0,>50K
Some-college,Male,40,White,44,Machine-op-inspct,Married-civ-spouse,10,368757,0,Husband,Private,0,<=50K
12th,Male,40,White,40,Craft-repair,Divorced,8,220563,0,Not-in-family,Private,0,<=50K
Assoc-voc,Female,37,White,37,Tech-support,Married-civ-spouse,11,233571,0,Wife,Private,0,>50K
HS-grad,Male,50,White,39,Machine-op-inspct,Divorced,9,187847,0,Own-child,Private,0,<=50K
Some-college,Male,40,White,49,Sales,Married-civ-spouse,10,84298,0,Husband,Private,7688,>50K
Some-college,Male,45,White,44,Other-service,Divorced,10,254303,0,Not-in-family,Self-emp-not-inc,0,<=50K
HS-grad,Male,40,White,50,Adm-clerical,Married-civ-spouse,9,189183,0,Husband,Private,0,<=50K
Bachelors,Male,40,White,39,Prof-specialty,Married-civ-spouse,13,206951,0,Husband,Private,0,>50K
HS-grad,Female,40,Black,41,Sales,Never-married,9,282882,0,Unmarried,Private,0,<=50K
Bachelors,Male,40,White,55,Protective-serv,Married-civ-spouse,13,377061,0,Husband,Private,0,>50K
Masters,Female,50,White,53,Prof-specialty,Divorced,14,176059,0,Unmarried,Local-gov,0,<=50K
HS-grad,Male,40,White,21,Craft-repair,Never-married,9,347292,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,Black,30,Machine-op-inspct,Separated,9,277314,0,Not-in-family,Private,0,<=50K
Masters,Female,60,White,53,Exec-managerial,Never-married,14,341439,0,Not-in-family,Private,0,>50K
Some-college,Male,47,White,47,Craft-repair,Married-civ-spouse,10,209460,1485,Husband,Private,0,<=50K
Bachelors,Male,48,White,37,Exec-managerial,Never-married,13,271767,0,Not-in-family,Private,0,>50K
Bachelors,Male,40,White,47,Craft-repair,Married-civ-spouse,13,20956,1740,Husband,Federal-gov,0,<=50K
9th,Male,40,White,49,Craft-repair,Married-civ-spouse,5,39986,0,Husband,Private,0,<=50K
Some-college,Female,11,White,73,Prof-specialty,Never-married,10,45784,0,Other-relative,Local-gov,0,<=50K
HS-grad,Female,20,Black,58,Other-service,Divorced,9,126991,0,Unmarried,Private,0,<=50K
Some-college,Male,40,Black,35,Handlers-cleaners,Never-married,10,207676,0,Own-child,Private,0,<=50K
Some-college,Female,50,White,24,Prof-specialty,Married-civ-spouse,10,413345,0,Wife,State-gov,0,<=50K
HS-grad,Female,38,White,62,Adm-clerical,Widowed,9,122033,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,White,58,Adm-clerical,Married-civ-spouse,9,169611,0,Wife,Private,0,<=50K
Some-college,Male,40,White,51,Adm-clerical,Married-civ-spouse,10,90363,0,Husband,Private,15024,>50K
HS-grad,Male,40,Black,21,Sales,Never-married,9,372636,0,Own-child,Private,0,<=50K
Bachelors,Male,40,White,30,Craft-repair,Married-civ-spouse,13,340917,0,Husband,Private,0,<=50K
Bachelors,Male,40,White,25,Tech-support,Married-civ-spouse,13,161027,0,Husband,Private,5178,>50K
HS-grad,Male,45,Amer-Indian-Eskimo,31,Craft-repair,Never-married,9,99844,0,Not-in-family,Private,0,<=50K
HS-grad,Female,34,Black,31,Other-service,Never-married,9,207685,0,Unmarried,Private,0,<=50K
Some-college,Male,50,White,44,Craft-repair,Married-civ-spouse,10,74680,0,Husband,Private,5178,>50K
Doctorate,Male,65,White,52,Prof-specialty,Married-civ-spouse,16,334273,0,Husband,Self-emp-inc,99999,>50K
Assoc-acdm,Male,40,White,30,Sales,Married-civ-spouse,12,36069,0,Husband,Private,0,<=50K
HS-grad,Male,40,Black,29,Transport-moving,Never-married,9,100563,0,Own-child,Private,0,<=50K
11th,Male,40,White,36,Transport-moving,Divorced,7,174308,0,Not-in-family,Private,0,<=50K
Bachelors,Male,50,White,54,Farming-fishing,Married-civ-spouse,13,109413,0,Husband,Self-emp-not-inc,0,<=50K
Some-college,Male,40,White,59,Protective-serv,Separated,10,212600,0,Not-in-family,Local-gov,0,>50K
Some-college,Male,45,White,55,Adm-clerical,Never-married,10,271710,0,Not-in-family,Private,0,<=50K
Assoc-acdm,Female,20,White,22,Adm-clerical,Never-married,12,103277,0,Own-child,Private,0,<=50K
HS-grad,Female,40,White,42,Machine-op-inspct,Divorced,9,318947,0,Not-in-family,Private,0,<=50K
Assoc-acdm,Female,40,White,36,Sales,Married-civ-spouse,12,187167,0,Wife,Private,0,<=50K
Bachelors,Male,40,White,32,Prof-specialty,Married-civ-spouse,13,204742,0,Husband,Private,0,>50K
7th-8th,Male,40,White,44,Craft-repair,Married-civ-spouse,4,282062,0,Husband,Private,0,<=50K
HS-grad,Male,50,White,31,Transport-moving,Married-civ-spouse,9,202729,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,33,Other-service,Never-married,9,205950,0,Own-child,Private,0,<=50K
Assoc-acdm,Male,50,White,54,Sales,Married-civ-spouse,12,392286,0,Husband,Self-emp-not-inc,0,>50K
HS-grad,Male,48,White,42,Exec-managerial,Never-married,9,119207,0,Not-in-family,Self-emp-not-inc,0,<=50K
HS-grad,Male,44,White,49,Transport-moving,Married-civ-spouse,9,195554,0,Husband,Private,0,<=50K
HS-grad,Male,44,White,30,Adm-clerical,Married-civ-spouse,9,173005,0,Husband,Private,0,<=50K
HS-grad,Female,45,White,54,Exec-managerial,Divorced,9,192862,0,Unmarried,Private,0,<=50K
Some-college,Male,40,White,39,Transport-moving,Never-married,10,164712,0,Unmarried,Private,0,<=50K
Some-college,Male,40,White,24,Machine-op-inspct,Never-married,10,195808,0,Own-child,Private,0,<=50K
HS-grad,Female,44,White,21,Adm-clerical,Never-married,9,199444,0,Own-child,Private,0,<=50K
9th,Female,30,Black,23,Other-service,Never-married,5,126346,0,Unmarried,Private,0,<=50K
HS-grad,Female,42,White,54,Adm-clerical,Divorced,9,177675,0,Unmarried,Private,0,<=50K
Masters,Female,20,White,23,Sales,Never-married,14,50341,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,39,Machine-op-inspct,Divorced,9,237943,1726,Unmarried,Private,0,<=50K
Some-college,Male,25,White,23,Prof-specialty,Never-married,10,126945,0,Not-in-family,Private,0,<=50K
Some-college,Male,40,Black,41,Machine-op-inspct,Married-civ-spouse,10,267252,1902,Husband,Private,0,>50K
11th,Male,40,Black,32,Other-service,Never-married,7,174704,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,57,Craft-repair,Married-civ-spouse,9,124771,0,Husband,Private,0,<=50K
HS-grad,Female,30,White,18,Adm-clerical,Never-married,9,200603,0,Other-relative,Private,0,<=50K
Doctorate,Male,60,White,60,Prof-specialty,Married-civ-spouse,16,165827,0,Husband,State-gov,7688,>50K
Some-college,Female,40,White,21,Machine-op-inspct,Never-married,10,301199,0,Own-child,Private,0,<=50K
Some-college,Female,22,White,53,Adm-clerical,Widowed,10,215790,0,Other-relative,Private,0,<=50K
Bachelors,Male,55,White,38,Exec-managerial,Married-civ-spouse,13,87556,0,Husband,Private,7688,>50K
Some-college,Male,40,White,21,Handlers-cleaners,Never-married,10,111467,0,Not-in-family,Private,0,<=50K
Doctorate,Female,55,White,53,Exec-managerial,Divorced,16,82646,0,Not-in-family,Private,0,>50K
HS-grad,Male,40,White,24,Craft-repair,Never-married,9,162282,0,Not-in-family,Private,0,<=50K
Assoc-acdm,Male,40,White,36,Other-service,Married-civ-spouse,12,239074,0,Husband,Federal-gov,0,<=50K
Masters,Male,60,Black,29,Exec-managerial,Never-married,14,214925,0,Not-in-family,Private,0,<=50K
Some-college,Male,40,White,23,Sales,Never-married,10,194247,0,Not-in-family,Private,0,<=50K
Some-college,Male,50,White,44,Exec-managerial,Married-civ-spouse,10,211531,0,Husband,Private,0,<=50K
Masters,Male,48,White,32,Prof-specialty,Married-civ-spouse,14,223267,0,Husband,Local-gov,0,<=50K
Bachelors,Female,50,White,25,Exec-managerial,Never-married,13,201635,0,Not-in-family,Private,0,<=50K
HS-grad,Male,27,White,41,Craft-repair,Divorced,9,188738,0,Unmarried,Self-emp-not-inc,0,<=50K
HS-grad,Female,30,White,18,Other-service,Never-married,9,133055,0,Own-child,Private,0,<=50K
Some-college,Male,45,White,57,Craft-repair,Married-civ-spouse,10,61761,1672,Husband,Private,0,<=50K
Bachelors,Male,50,White,62,Exec-managerial,Widowed,13,103344,0,Not-in-family,Private,10520,>50K
Bachelors,Male,40,White,29,Handlers-cleaners,Never-married,13,109814,0,Own-child,Private,0,<=50K
HS-grad,Female,40,Black,19,Other-service,Never-married,9,225294,0,Own-child,Private,0,<=50K
Prof-school,Male,65,White,35,Prof-specialty,Married-civ-spouse,15,97277,0,Husband,Self-emp-not-inc,0,>50K
Bachelors,Male,50,White,52,Prof-specialty,Married-civ-spouse,13,146711,0,Husband,Private,0,>50K
10th,Female,40,White,28,Machine-op-inspct,Never-married,6,286452,0,Unmarried,Private,0,<=50K
HS-grad,Male,40,White,38,Other-service,Never-married,9,20308,0,Own-child,Private,0,<=50K
Some-college,Female,40,Black,42,Sales,Widowed,10,224203,0,Unmarried,Private,0,<=50K
Bachelors,Male,40,Black,41,Prof-specialty,Never-married,13,225978,0,Not-in-family,Private,0,<=50K
Bachelors,Male,38,White,23,Prof-specialty,Never-married,13,237720,0,Not-in-family,Private,0,<=50K
Masters,Male,76,White,31,Sales,Married-civ-spouse,14,156743,0,Husband,Private,0,>50K
Masters,Male,40,White,46,Prof-specialty,Married-civ-spouse,14,144351,0,Husband,Private,0,>50K
11th,Female,20,White,18,Sales,Never-married,7,375515,0,Own-child,Private,0,<=50K
Masters,Male,38,White,57,Tech-support,Married-civ-spouse,14,103529,0,Husband,Self-emp-not-inc,0,>50K
Assoc-voc,Female,38,White,25,Adm-clerical,Never-married,11,199472,0,Not-in-family,Private,0,<=50K
Masters,Male,40,White,32,Exec-managerial,Married-civ-spouse,14,348152,0,Husband,Private,0,>50K
9th,Male,40,White,27,Farming-fishing,Never-married,5,221166,0,Own-child,Private,0,<=50K
Bachelors,Male,45,White,46,Prof-specialty,Married-civ-spouse,13,341762,0,Husband,Federal-gov,7688,>50K
HS-grad,Male,40,White,43,Craft-repair,Never-married,9,159449,0,Unmarried,State-gov,0,<=50K
Bachelors,Female,40,White,56,Prof-specialty,Married-spouse-absent,13,110238,0,Not-in-family,Self-emp-not-inc,0,>50K
HS-grad,Female,40,White,19,Craft-repair,Married-civ-spouse,9,458558,0,Wife,Private,0,<=50K
HS-grad,Female,40,White,20,Adm-clerical,Never-married,9,340217,0,Own-child,Federal-gov,0,<=50K
Some-college,Male,45,White,42,Machine-op-inspct,Never-married,10,155106,0,Not-in-family,Private,0,<=50K
HS-grad,Male,99,White,90,Transport-moving,Widowed,9,90523,0,Unmarried,Private,0,<=50K
11th,Male,35,Black,25,Machine-op-inspct,Separated,7,122756,0,Not-in-family,Private,0,<=50K
HS-grad,Male,44,White,48,Transport-moving,Married-civ-spouse,9,299291,0,Husband,Private,0,<=50K
Some-college,Male,40,Black,48,Adm-clerical,Never-married,10,483261,0,Not-in-family,Federal-gov,0,<=50K
HS-grad,Male,48,White,27,Craft-repair,Married-civ-spouse,9,122038,0,Husband,Private,0,<=50K
Bachelors,Female,38,White,46,Tech-support,Widowed,13,160647,0,Unmarried,Private,0,<=50K
5th-6th,Male,40,White,32,Other-service,Married-civ-spouse,3,106541,0,Other-relative,Private,0,<=50K
Assoc-voc,Male,40,White,22,Tech-support,Married-civ-spouse,11,126945,0,Husband,Private,0,<=50K
Bachelors,Female,40,White,24,Prof-specialty,Married-AF-spouse,13,188505,0,Wife,Private,0,>50K
HS-grad,Male,65,White,31,Craft-repair,Married-civ-spouse,9,377850,0,Husband,Private,0,<=50K
Some-college,Female,18,White,20,Prof-specialty,Never-married,10,193586,0,Not-in-family,Private,0,<=50K
Prof-school,Male,40,White,28,Prof-specialty,Never-married,15,315417,0,Not-in-family,Self-emp-not-inc,2176,<=50K
HS-grad,Male,60,White,40,Exec-managerial,Married-civ-spouse,9,57233,0,Husband,Self-emp-inc,0,>50K
HS-grad,Male,40,White,39,Machine-op-inspct,Married-civ-spouse,9,195253,0,Husband,Private,0,>50K
HS-grad,Male,40,White,54,Transport-moving,Married-civ-spouse,9,172991,0,Husband,Local-gov,0,<=50K
Some-college,Male,42,White,59,Protective-serv,Married-civ-spouse,10,223215,0,Husband,Local-gov,0,<=50K
11th,Female,18,White,17,Sales,Never-married,7,95799,0,Own-child,Private,0,<=50K
Some-college,Male,80,White,25,Craft-repair,Never-married,10,213385,0,Own-child,Self-emp-not-inc,0,<=50K
HS-grad,Male,40,White,49,Protective-serv,Married-civ-spouse,9,202467,0,Husband,Local-gov,0,>50K
HS-grad,Male,60,White,55,Exec-managerial,Divorced,9,145574,0,Not-in-family,Self-emp-not-inc,34095,<=50K
HS-grad,Male,40,White,39,Craft-repair,Married-civ-spouse,9,147548,0,Husband,Private,0,<=50K
Some-college,Female,16,White,67,Prof-specialty,Widowed,10,105216,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,28,Other-service,Never-married,9,77760,0,Unmarried,Private,0,<=50K
HS-grad,Male,48,White,44,Adm-clerical,Married-civ-spouse,9,167005,0,Husband,Private,0,>50K
Masters,Male,47,White,51,Prof-specialty,Married-civ-spouse,14,108435,0,Husband,Private,0,>50K
Bachelors,Male,40,Asian-Pac-Islander,55,Farming-fishing,Widowed,13,56645,0,Own-child,Private,0,<=50K
HS-grad,Male,78,White,45,Protective-serv,Married-civ-spouse,9,304973,0,Husband,Local-gov,0,>50K
HS-grad,Male,48,White,32,Craft-repair,Married-civ-spouse,9,42596,0,Husband,Private,0,<=50K
Some-college,Female,40,White,45,Exec-managerial,Divorced,10,220641,0,Unmarried,Private,0,<=50K
Bachelors,Male,40,White,35,Sales,Never-married,13,188888,0,Not-in-family,Private,0,>50K
HS-grad,Male,44,White,55,Transport-moving,Married-civ-spouse,9,168790,0,Husband,Local-gov,0,<=50K
Some-college,Male,40,White,59,Craft-repair,Married-civ-spouse,10,98361,0,Husband,Private,0,>50K
HS-grad,Female,55,White,22,Adm-clerical,Never-married,9,401762,0,Not-in-family,Private,0,<=50K
Masters,Female,35,Black,46,Exec-managerial,Widowed,14,160187,0,Unmarried,Local-gov,0,<=50K
HS-grad,Male,40,White,23,Farming-fishing,Never-married,9,203715,0,Own-child,Private,0,<=50K
Bachelors,Male,45,White,47,Exec-managerial,Married-civ-spouse,13,144351,0,Husband,Private,0,>50K
11th,Male,40,White,51,Transport-moving,Divorced,7,106151,0,Own-child,Private,0,<=50K
Assoc-voc,Male,50,White,40,Sales,Married-civ-spouse,11,362482,0,Husband,Private,0,<=50K
Some-college,Male,12,White,24,Adm-clerical,Never-married,10,38151,0,Own-child,State-gov,0,<=50K
Some-college,Male,72,White,20,Farming-fishing,Never-married,10,42706,0,Not-in-family,Private,0,<=50K
Some-college,Male,50,White,44,Transport-moving,Divorced,10,126199,0,Unmarried,Private,1831,<=50K
HS-grad,Male,40,White,26,Craft-repair,Divorced,9,165510,0,Unmarried,Private,0,<=50K
HS-grad,Female,38,White,35,Adm-clerical,Separated,9,216068,0,Unmarried,Local-gov,0,<=50K
HS-grad,Male,50,White,40,Craft-repair,Divorced,9,239708,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,49,Protective-serv,Married-civ-spouse,9,199378,0,Husband,Local-gov,0,<=50K
HS-grad,Male,45,White,32,Machine-op-inspct,Never-married,9,230420,0,Not-in-family,Private,0,<=50K
Assoc-voc,Female,40,White,28,Prof-specialty,Divorced,11,395022,0,Unmarried,Private,0,<=50K
Masters,Male,60,White,51,Exec-managerial,Married-civ-spouse,14,338620,0,Husband,Private,15024,>50K
Assoc-voc,Male,50,White,62,Exec-managerial,Married-civ-spouse,11,210142,0,Husband,Private,0,>50K
Assoc-acdm,Male,40,White,47,Protective-serv,Married-civ-spouse,12,352614,0,Husband,Local-gov,0,>50K
Assoc-voc,Female,3,White,36,Tech-support,Never-married,11,293528,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,44,Craft-repair,Never-married,9,55395,0,Not-in-family,State-gov,0,<=50K
Bachelors,Male,40,White,46,Exec-managerial,Married-civ-spouse,13,428405,0,Husband,Private,0,>50K
HS-grad,Male,40,White,32,Craft-repair,Never-married,9,126838,0,Not-in-family,Private,0,<=50K
Assoc-acdm,Female,30,Black,51,Transport-moving,Divorced,12,136836,0,Unmarried,Self-emp-not-inc,0,<=50K
Bachelors,Male,45,White,48,Exec-managerial,Married-civ-spouse,13,105838,0,Husband,Private,0,>50K
Bachelors,Female,40,Black,28,Machine-op-inspct,Never-married,13,139903,0,Unmarried,Private,0,<=50K
Some-college,Male,60,White,57,Tech-support,Married-civ-spouse,10,106103,0,Husband,Self-emp-inc,0,>50K
Assoc-voc,Male,40,White,33,Sales,Married-civ-spouse,11,186824,0,Husband,Private,0,<=50K
HS-grad,Male,15,White,42,Machine-op-inspct,Separated,9,350387,0,Not-in-family,Private,0,<=50K
10th,Male,40,White,17,Other-service,Never-married,6,142912,0,Own-child,Private,0,<=50K
